landmark_id,hierarchical_label,natural_or_human_made
21742,bridge,human-made
21743,church,human-made
21744,mountain,natural
21745,church,human-made
21746,dam,human-made
21747,castle / fort,human-made
21748,church,human-made
21749,cave,natural
21750,church,human-made
21751,mountain,natural
21752,buddhist temple,human-made
21753,house,human-made
21756,city,human-made
21757,parks,natural
21758,mountain,natural
21759,beach,natural
21760,library,human-made
21761,church,human-made
21762,house,human-made
21763,bridge,human-made
21764,government building,human-made
21768,memorial,human-made
21769,waterfall,natural
21771,church,human-made
21772,lighthouse,human-made
21773,museum,human-made
21777,church,human-made
21778,rail transportation,human-made
21781,castle / fort,human-made
21783,shopping,human-made
21785,lighthouse,human-made
21786,harbor,human-made
21788,sports venue,human-made
21791,sports venue,human-made
21792,church,human-made
21795,fountain,human-made
21798,mountain,natural
21799,church,human-made
21802,mountain,natural
21807,lighthouse,human-made
21809,church,human-made
21812,museum,human-made
21813,church,human-made
21814,parks,natural
21815,parks,natural
21816,mountain,natural
21818,cemetery,human-made
21819,square,human-made
21821,church,human-made
21822,church,human-made
21825,island,natural
21827,mountain,natural
21828,castle / fort,human-made
21830,beach,natural
21833,church,human-made
21835,parks,natural
21838,mountain,natural
21839,lighthouse,human-made
21840,sports venue,human-made
21841,church,human-made
21842,cemetery,human-made
21843,church,human-made
21845,skyscraper,human-made
21846,skyscraper,human-made
21847,church,human-made
21848,boat,human-made
21849,church,human-made
21852,church,human-made
21855,road,human-made
21858,mountain,natural
21861,house,human-made
21863,church,human-made
21865,church,human-made
21866,castle / fort,human-made
21870,river,natural
21873,square,human-made
21878,sports venue,human-made
21879,church,human-made
21880,castle / fort,human-made
21881,bridge,human-made
21883,cemetery,human-made
21884,bridge,human-made
21885,church,human-made
21886,library,human-made
21887,church,human-made
21891,church,human-made
21892,castle / fort,human-made
21893,parks,natural
21895,church,human-made
21897,tree,natural
21898,sculpture,human-made
21899,parks,natural
21900,house,human-made
21901,mosque,human-made
21902,mountain,natural
21903,church,human-made
21904,castle / fort,human-made
21906,zoo,human-made
21907,castle / fort,human-made
21908,parks,natural
21909,fountain,human-made
21911,cemetery,human-made
21913,parks,natural
21914,island,natural
21915,parks,natural
21917,church,human-made
21918,church,human-made
21920,prison,human-made
21921,theatre,human-made
21926,zoo,human-made
21927,island,natural
21930,church,human-made
21932,mountain,natural
21933,church,human-made
21934,rail transportation,human-made
21935,palace,human-made
21936,zoo,human-made
21946,zoo,human-made
21947,sports venue,human-made
21949,church,human-made
21952,church,human-made
21954,island,natural
21955,island,natural
21958,parks,natural
21959,church,human-made
21961,parks,natural
21966,museum,human-made
21967,parks,natural
21968,church,human-made
21969,lighthouse,human-made
21970,library,human-made
21971,bridge,human-made
21973,church,human-made
21974,church,human-made
21975,cemetery,human-made
21978,parks,natural
21979,church,human-made
21980,lake,natural
21981,hotel,human-made
21982,museum,human-made
21983,church,human-made
21984,island,natural
21985,hotel,human-made
21986,fountain,human-made
21987,museum,human-made
21988,museum,human-made
21989,castle / fort,human-made
21992,bridge,human-made
21993,church,human-made
21995,castle / fort,human-made
21996,boat,human-made
21998,museum,human-made
21999,cemetery,human-made
22000,mountain,natural
22001,castle / fort,human-made
22003,archeological site,human-made
22005,church,human-made
22009,agricultural land,natural
22010,mountain,natural
22011,cave,natural
22013,memorial,human-made
22014,archeological site,human-made
22015,sports venue,human-made
22017,rail transportation,human-made
22019,parks,natural
22022,church,human-made
22023,square,human-made
22026,beach,natural
22029,tower,human-made
22040,mountain,natural
22042,church,human-made
22043,bridge,human-made
22044,monastery,human-made
22045,church,human-made
22046,church,human-made
22047,library,human-made
22048,government building,human-made
22050,monastery,human-made
22052,church,human-made
22054,museum,human-made
22057,museum,human-made
22059,church,human-made
22060,memorial,human-made
22061,castle / fort,human-made
22065,parks,natural
22066,mountain,natural
22067,mountain,natural
22068,palace,human-made
22071,gate,human-made
22076,sculpture,human-made
22077,castle / fort,human-made
22078,sports venue,human-made
22079,parks,natural
22080,house,human-made
22081,mountain,natural
22082,church,human-made
22083,mountain,natural
22085,museum,human-made
22086,church,human-made
22087,church,human-made
22088,tower,human-made
22089,sculpture,human-made
22092,church,human-made
22096,river,natural
22099,city,human-made
22100,village,human-made
22101,memorial,human-made
22102,church,human-made
22103,mountain,natural
22104,beach,natural
22105,museum,human-made
22107,skyscraper,human-made
22108,cave,natural
22109,church,human-made
22110,museum,human-made
22112,church,human-made
22113,house,human-made
22116,museum,human-made
22122,lake,natural
22127,sculpture,human-made
22131,bridge,human-made
22132,hotel,human-made
22133,church,human-made
22136,sculpture,human-made
22142,parks,natural
22145,parks,natural
22149,parks,natural
22151,lake,natural
22153,museum,human-made
22154,theatre,human-made
22155,castle / fort,human-made
22156,monastery,human-made
22159,rail transportation,human-made
22160,cemetery,human-made
22161,museum,human-made
22162,parks,natural
22163,house,human-made
22164,church,human-made
22165,castle / fort,human-made
22166,church,human-made
22168,church,human-made
22171,house,human-made
22173,rail transportation,human-made
22176,rail transportation,human-made
22177,mountain,natural
22179,mountain,natural
22180,shinto shrine,human-made
22181,garden,natural
22182,mountain,natural
22186,church,human-made
22187,parks,natural
22191,mountain,natural
22192,sports venue,human-made
22194,palace,human-made
22195,mountain,natural
22198,square,human-made
22199,mountain,natural
22201,cemetery,human-made
22203,amusement park,human-made
22206,mountain,natural
22208,island,natural
22212,church,human-made
22218,mountain,natural
22219,church,human-made
22220,theatre,human-made
22222,church,human-made
22225,church,human-made
22226,bridge,human-made
22230,road,human-made
22232,parks,natural
22233,church,human-made
22236,fountain,human-made
22238,castle / fort,human-made
22239,parks,natural
22243,church,human-made
22244,museum,human-made
22245,tower,human-made
22248,sports venue,human-made
22249,cemetery,human-made
22250,bridge,human-made
22251,government building,human-made
22255,church,human-made
22256,church,human-made
22257,island,natural
22258,church,human-made
22260,castle / fort,human-made
22261,mountain,natural
22263,church,human-made
22264,bridge,human-made
22269,church,human-made
22270,church,human-made
22272,island,natural
22276,sports venue,human-made
22277,parks,natural
22278,hotel,human-made
22279,ocean area ,natural
22281,boat,human-made
22283,castle / fort,human-made
22285,palace,human-made
22286,museum,human-made
22287,church,human-made
22289,buddhist temple,human-made
22290,church,human-made
22291,palace,human-made
22295,air transportation,human-made
22296,cemetery,human-made
22297,church,human-made
22298,mosque,human-made
22299,church,human-made
22300,church,human-made
22305,church,human-made
22306,museum,human-made
22308,church,human-made
22309,church,human-made
22311,castle / fort,human-made
22313,city,human-made
22314,museum,human-made
22315,lighthouse,human-made
22316,parks,natural
22318,church,human-made
22319,river,natural
22320,church,human-made
22321,house,human-made
22323,bridge,human-made
22324,parks,natural
22330,lake,natural
22331,cemetery,human-made
22333,mountain,natural
22334,archeological site,human-made
22335,lighthouse,human-made
22338,mountain,natural
22348,museum,human-made
22350,church,human-made
22352,monastery,human-made
22354,church,human-made
22355,mountain,natural
22357,church,human-made
22360,zoo,human-made
22361,parks,natural
22365,church,human-made
22367,mountain,natural
22368,canal,natural
22369,church,human-made
22372,hindu temple,human-made
22373,volcano,natural
22376,church,human-made
22377,boat,human-made
22378,museum,human-made
22379,castle / fort,human-made
22380,church,human-made
22383,canal,natural
22388,museum,human-made
22389,museum,human-made
22391,church,human-made
22392,dam,human-made
22393,road,human-made
22394,mountain,natural
22395,castle / fort,human-made
22396,mountain,natural
22397,library,human-made
22398,mountain,natural
22399,parks,natural
22400,museum,human-made
22401,house,human-made
22402,church,human-made
22404,lighthouse,human-made
22405,mountain,natural
22410,museum,human-made
22411,bridge,human-made
22414,church,human-made
22415,castle / fort,human-made
22418,church,human-made
22419,theatre,human-made
22421,fountain,human-made
22422,tower,human-made
22423,parks,natural
22424,church,human-made
22425,house,human-made
22426,museum,human-made
22428,church,human-made
22429,church,human-made
22430,mountain,natural
22433,church,human-made
22436,bridge,human-made
22438,church,human-made
22440,church,human-made
22443,amusement park,human-made
22444,archeological site,human-made
22449,lake,natural
22450,church,human-made
22452,bridge,human-made
22453,monastery,human-made
22455,castle / fort,human-made
22457,museum,human-made
22461,zoo,human-made
22462,museum,human-made
22463,market,human-made
22465,lake,natural
22469,buddhist temple,human-made
22470,island,natural
22471,sculpture,human-made
22473,canal,natural
22474,theatre,human-made
22475,parks,natural
22477,lighthouse,human-made
22478,garden,natural
22479,boat,human-made
22480,gate,human-made
22481,zoo,human-made
22482,tower,human-made
22485,church,human-made
22486,cemetery,human-made
22489,church,human-made
22491,castle / fort,human-made
22493,sculpture,human-made
22494,school,human-made
22495,church,human-made
22496,archeological site,human-made
22498,lake,natural
22499,parks,natural
22500,river,natural
22501,church,human-made
22505,castle / fort,human-made
22507,mountain,natural
22508,bridge,human-made
22509,lake,natural
22511,church,human-made
22514,gate,human-made
22516,castle / fort,human-made
22520,church,human-made
22522,parks,natural
22523,ocean area ,natural
22524,palace,human-made
22526,sports venue,human-made
22527,lighthouse,human-made
22534,church,human-made
22535,lighthouse,human-made
22536,cemetery,human-made
22538,church,human-made
22539,church,human-made
22543,museum,human-made
22544,palace,human-made
22546,shinto shrine,human-made
22550,tower,human-made
22551,village,human-made
22556,island,natural
22557,church,human-made
22558,fountain,human-made
22560,church,human-made
22561,church,human-made
22563,square,human-made
22564,museum,human-made
22567,church,human-made
22568,square,human-made
22571,church,human-made
22572,buddhist temple,human-made
22575,cemetery,human-made
22576,river,natural
22577,house,human-made
22578,church,human-made
22579,hotel,human-made
22580,museum,human-made
22583,parks,natural
22584,lake,natural
22586,mountain,natural
22588,rail transportation,human-made
22590,lake,natural
22591,museum,human-made
22593,church,human-made
22598,museum,human-made
22599,parks,natural
22601,castle / fort,human-made
22604,mountain,natural
22605,church,human-made
22606,church,human-made
22607,school,human-made
22612,church,human-made
22614,mountain,natural
22618,monastery,human-made
22622,church,human-made
22626,castle / fort,human-made
22627,lake,natural
22628,zoo,human-made
22629,museum,human-made
22630,church,human-made
22631,museum,human-made
22632,tower,human-made
22633,museum,human-made
22636,tower,human-made
22637,lake,natural
22642,sculpture,human-made
22643,sports venue,human-made
22644,house,human-made
22646,museum,human-made
22649,synagogue,human-made
22650,church,human-made
22651,museum,human-made
22653,church,human-made
22654,sports venue,human-made
22655,school,human-made
22657,river,natural
22659,ruins,human-made
22660,mountain,natural
22662,parks,natural
22664,sports venue,human-made
22666,castle / fort,human-made
22667,parks,natural
22668,mountain,natural
22669,church,human-made
22670,parks,natural
22674,sports venue,human-made
22676,castle / fort,human-made
22678,church,human-made
22680,castle / fort,human-made
22682,theatre,human-made
22683,parks,natural
22684,mountain,natural
22687,church,human-made
22688,museum,human-made
22689,church,human-made
22690,museum,human-made
22692,lake,natural
22696,church,human-made
22700,church,human-made
22701,castle / fort,human-made
22703,bridge,human-made
22705,church,human-made
22706,church,human-made
22710,church,human-made
22711,mountain,natural
22712,mountain,natural
22713,stone,natural
22716,parks,natural
22717,lake,natural
22718,castle / fort,human-made
22719,castle / fort,human-made
22720,castle / fort,human-made
22722,monastery,human-made
22724,museum,human-made
22726,lake,natural
22727,lake,natural
22729,church,human-made
22731,sculpture,human-made
22732,garden,natural
22733,bridge,human-made
22735,aqueduct,human-made
22736,theatre,human-made
22738,bridge,human-made
22740,mountain,natural
22741,lake,natural
22745,museum,human-made
22746,lighthouse,human-made
22749,sculpture,human-made
22752,house,human-made
22757,church,human-made
22758,mountain,natural
22759,boat,human-made
22760,boat,human-made
22763,gate,human-made
22766,church,human-made
22767,settlement,human-made
22768,lighthouse,human-made
22769,castle / fort,human-made
22771,tower,human-made
22772,theatre,human-made
22774,church,human-made
22778,church,human-made
22781,lake,natural
22783,lake,natural
22784,volcano,natural
22785,theatre,human-made
22787,hotel,human-made
22788,sports venue,human-made
22789,gate,human-made
22791,mountain,natural
22795,sculpture,human-made
22797,church,human-made
22800,church,human-made
22802,lake,natural
22804,river,natural
22807,palace,human-made
22808,mountain,natural
22809,garden,natural
22815,castle / fort,human-made
22816,bridge,human-made
22817,church,human-made
22818,church,human-made
22819,boat,human-made
22822,parks,natural
22823,boat,human-made
22826,buddhist temple,human-made
22827,agricultural land,natural
22829,church,human-made
22830,parks,natural
22831,bridge,human-made
22832,lake,natural
22835,library,human-made
22839,mountain,natural
22841,church,human-made
22844,zoo,human-made
22847,museum,human-made
22848,bridge,human-made
22852,castle / fort,human-made
22854,mountain,natural
22856,cemetery,human-made
22858,church,human-made
22859,festival,human-made
22861,mountain,natural
22862,rail transportation,human-made
22863,palace,human-made
22864,church,human-made
22866,theatre,human-made
22867,sports venue,human-made
22868,hotel,human-made
22869,church,human-made
22873,sports venue,human-made
22874,church,human-made
22875,bridge,human-made
22877,museum,human-made
22879,lake,natural
22882,museum,human-made
22883,lake,natural
22887,government building,human-made
22889,mountain,natural
22891,church,human-made
22892,church,human-made
22893,church,human-made
22894,house,human-made
22895,harbor,human-made
22896,museum,human-made
22897,church,human-made
22899,church,human-made
22901,church,human-made
22902,castle / fort,human-made
22903,mountain,natural
22904,lighthouse,human-made
22905,rail transportation,human-made
22907,church,human-made
22908,mosque,human-made
22910,church,human-made
22912,lake,natural
22913,museum,human-made
22915,church,human-made
22919,city,human-made
22921,museum,human-made
22923,castle / fort,human-made
22925,church,human-made
22932,museum,human-made
22934,church,human-made
22938,church,human-made
22940,city,human-made
22944,mountain,natural
22947,church,human-made
22948,church,human-made
22949,monastery,human-made
22951,mountain,natural
22956,settlement,human-made
22957,zoo,human-made
22958,museum,human-made
22959,mountain,natural
22960,museum,human-made
22963,museum,human-made
22964,castle / fort,human-made
22965,church,human-made
22966,museum,human-made
22969,house,human-made
22970,palace,human-made
22971,parks,natural
22974,river,natural
22975,harbor,human-made
22978,lighthouse,human-made
22983,mountain,natural
22984,church,human-made
22986,church,human-made
22989,church,human-made
22990,museum,human-made
22991,museum,human-made
22993,church,human-made
22999,library,human-made
23000,sports venue,human-made
23002,observatory,human-made
23004,church,human-made
23008,parks,natural
23010,skyscraper,human-made
23011,parks,natural
23012,lake,natural
23013,church,human-made
23015,castle / fort,human-made
23020,church,human-made
23021,church,human-made
23022,garden,natural
23025,church,human-made
23026,house,human-made
23027,museum,human-made
23029,museum,human-made
23036,mountain,natural
23037,castle / fort,human-made
23038,parks,natural
23040,amusement park,human-made
23041,castle / fort,human-made
23043,cliff,natural
23044,castle / fort,human-made
23045,castle / fort,human-made
23047,church,human-made
23048,square,human-made
23049,zoo,human-made
23050,theatre,human-made
23053,mountain,natural
23054,church,human-made
23055,church,human-made
23056,church,human-made
23057,waterfall,natural
23058,church,human-made
23060,government building,human-made
23062,church,human-made
23063,mountain,natural
23066,bridge,human-made
23067,museum,human-made
23068,synagogue,human-made
23070,cemetery,human-made
23071,castle / fort,human-made
23073,prison,human-made
23075,parks,natural
23076,zoo,human-made
23077,museum,human-made
23078,parks,natural
23080,archeological site,human-made
23083,museum,human-made
23087,church,human-made
23088,cave,natural
23089,amusement park,human-made
23090,castle / fort,human-made
23092,bridge,human-made
23095,shinto shrine,human-made
23096,cemetery,human-made
23101,lake,natural
23102,lake,natural
23104,mountain,natural
23105,river,natural
23109,parks,natural
23110,cemetery,human-made
23111,lighthouse,human-made
23112,museum,human-made
23116,museum,human-made
23117,church,human-made
23118,church,human-made
23120,museum,human-made
23121,synagogue,human-made
23122,castle / fort,human-made
23123,lake,natural
23124,mosque,human-made
23125,museum,human-made
23127,church,human-made
23130,castle / fort,human-made
23131,church,human-made
23132,church,human-made
23133,island,natural
23134,church,human-made
23137,island,natural
23138,church,human-made
23139,parks,natural
23143,road,human-made
23145,church,human-made
23146,hotel,human-made
23147,parks,natural
23148,museum,human-made
23149,bridge,human-made
23151,church,human-made
23153,bridge,human-made
23154,cemetery,human-made
23157,church,human-made
23158,palace,human-made
23160,castle / fort,human-made
23162,museum,human-made
23163,island,natural
23164,church,human-made
23165,church,human-made
23166,church,human-made
23167,church,human-made
23169,church,human-made
23170,church,human-made
23175,castle / fort,human-made
23176,sports venue,human-made
23177,museum,human-made
23178,library,human-made
23179,skyscraper,human-made
23181,mountain,natural
23182,cable transportation,human-made
23183,church,human-made
23186,mountain,natural
23189,church,human-made
23191,bridge,human-made
23192,bridge,human-made
23196,castle / fort,human-made
23197,house,human-made
23198,castle / fort,human-made
23199,church,human-made
23201,church,human-made
23203,lighthouse,human-made
23207,church,human-made
23208,cemetery,human-made
23209,lake,natural
23211,rail transportation,human-made
23212,parks,natural
23213,church,human-made
23214,church,human-made
23215,church,human-made
23219,church,human-made
23222,castle / fort,human-made
23223,parks,natural
23225,church,human-made
23227,museum,human-made
23229,museum,human-made
23231,mountain,natural
23232,beach,natural
23233,rail transportation,human-made
23234,church,human-made
23238,castle / fort,human-made
23243,tree,natural
23247,parks,natural
23250,buddhist temple,human-made
23254,shinto shrine,human-made
23256,parks,natural
23257,castle / fort,human-made
23259,city,human-made
23262,monastery,human-made
23263,mountain,natural
23264,castle / fort,human-made
23265,museum,human-made
23266,house,human-made
23268,mountain,natural
23269,tower,human-made
23271,theatre,human-made
23272,mountain,natural
23274,theatre,human-made
23277,city,human-made
23280,dam,human-made
23281,castle / fort,human-made
23284,castle / fort,human-made
23286,sports venue,human-made
23287,ocean area ,natural
23290,church,human-made
23291,church,human-made
23292,parks,natural
23296,church,human-made
23297,harbor,human-made
23298,ruins,human-made
23300,lake,natural
23302,hotel,human-made
23304,church,human-made
23305,mountain,natural
23306,church,human-made
23308,church,human-made
23312,volcano,natural
23313,lake,natural
23316,skyscraper,human-made
23317,monastery,human-made
23318,sports venue,human-made
23320,palace,human-made
23321,garden,natural
23323,museum,human-made
23325,mountain,natural
23326,church,human-made
23330,church,human-made
23331,garden,natural
23332,bridge,human-made
23333,church,human-made
23337,archeological site,human-made
23338,museum,human-made
23339,city,human-made
23340,parks,natural
23341,church,human-made
23343,church,human-made
23344,city,human-made
23345,government building,human-made
23348,bridge,human-made
23349,dam,human-made
23351,castle / fort,human-made
23352,government building,human-made
23353,castle / fort,human-made
23355,church,human-made
23356,monastery,human-made
23358,island,natural
23359,church,human-made
23360,church,human-made
23362,museum,human-made
23366,church,human-made
23367,parks,natural
23370,sculpture,human-made
23371,church,human-made
23372,sports venue,human-made
23374,sports venue,human-made
23378,mountain,natural
23382,bridge,human-made
23383,rail transportation,human-made
23384,island,natural
23385,archeological site,human-made
23386,city,human-made
23387,hindu temple,human-made
23390,parks,natural
23392,archeological site,human-made
23394,city,human-made
23396,mountain,natural
23398,monastery,human-made
23399,museum,human-made
23401,church,human-made
23403,government building,human-made
23406,skyscraper,human-made
23407,church,human-made
23409,house,human-made
23410,garden,natural
23411,house,human-made
23412,mountain,natural
23413,library,human-made
23414,bridge,human-made
23415,gate,human-made
23420,synagogue,human-made
23421,parks,natural
23426,shinto shrine,human-made
23427,museum,human-made
23428,parks,natural
23429,canal,natural
23430,parks,natural
23432,palace,human-made
23433,bridge,human-made
23434,castle / fort,human-made
23436,museum,human-made
23438,rail transportation,human-made
23439,mountain,natural
23440,house,human-made
23442,square,human-made
23443,house,human-made
23446,church,human-made
23450,castle / fort,human-made
23451,church,human-made
23452,mountain,natural
23453,church,human-made
23456,church,human-made
23457,monastery,human-made
23458,mountain,natural
23461,castle / fort,human-made
23463,church,human-made
23465,island,natural
23467,city,human-made
23469,church,human-made
23471,parks,natural
23473,parks,natural
23476,church,human-made
23477,square,human-made
23478,church,human-made
23479,church,human-made
23480,river,natural
23482,church,human-made
23484,island,natural
23485,city,human-made
23486,church,human-made
23487,church,human-made
23490,prison,human-made
23491,city,human-made
23492,library,human-made
23493,mountain,natural
23496,sports venue,human-made
23499,parks,natural
23500,palace,human-made
23501,synagogue,human-made
23502,church,human-made
23503,river,natural
23505,museum,human-made
23508,castle / fort,human-made
23509,castle / fort,human-made
23510,church,human-made
23511,parks,natural
23513,sports venue,human-made
23514,island,natural
23515,palace,human-made
23517,ocean area ,natural
23520,lighthouse,human-made
23521,castle / fort,human-made
23522,government building,human-made
23523,church,human-made
23524,bridge,human-made
23525,mountain,natural
23526,square,human-made
23527,swimming pool,human-made
23528,river,natural
23529,agricultural land,natural
23531,church,human-made
23535,school,human-made
23536,settlement,human-made
23538,castle / fort,human-made
23541,castle / fort,human-made
23542,harbor,human-made
23544,mountain,natural
23546,church,human-made
23548,parks,natural
23554,boat,human-made
23555,theatre,human-made
23556,lighthouse,human-made
23557,parks,natural
23562,tower,human-made
23563,mountain,natural
23564,mountain,natural
23565,mountain,natural
23566,lake,natural
23568,sports venue,human-made
23569,castle / fort,human-made
23572,mountain,natural
23574,parks,natural
23576,mountain,natural
23584,lake,natural
23585,museum,human-made
23586,mountain,natural
23587,castle / fort,human-made
23589,lake,natural
23590,zoo,human-made
23591,buddhist temple,human-made
23592,parks,natural
23593,church,human-made
23594,shopping,human-made
23597,sports venue,human-made
23598,sports venue,human-made
23600,island,natural
23607,bridge,human-made
23610,castle / fort,human-made
23611,archeological site,human-made
23612,church,human-made
23613,museum,human-made
23618,church,human-made
23619,church,human-made
23620,church,human-made
23621,tower,human-made
23624,castle / fort,human-made
23625,castle / fort,human-made
23626,church,human-made
23628,mountain,natural
23629,cave,natural
23630,hospital,human-made
23635,mine,human-made
23636,house,human-made
23638,church,human-made
23642,memorial,human-made
23646,hotel,human-made
23648,skyscraper,human-made
23649,mountain,natural
23650,church,human-made
23652,museum,human-made
23654,memorial,human-made
23657,mountain,natural
23659,garden,natural
23660,church,human-made
23662,palace,human-made
23663,village,human-made
23665,mountain,natural
23666,garden,natural
23667,church,human-made
23669,parks,natural
23670,church,human-made
23673,parks,natural
23676,church,human-made
23677,lake,natural
23679,museum,human-made
23680,parks,natural
23683,church,human-made
23684,island,natural
23685,theatre,human-made
23686,church,human-made
23688,lighthouse,human-made
23690,palace,human-made
23692,hotel,human-made
23693,sports venue,human-made
23696,palace,human-made
23697,mountain,natural
23699,castle / fort,human-made
23700,church,human-made
23702,mountain,natural
23704,church,human-made
23706,church,human-made
23708,hotel,human-made
23709,museum,human-made
23711,mountain,natural
23713,sculpture,human-made
23715,church,human-made
23716,mountain,natural
23717,amusement park,human-made
23718,library,human-made
23722,castle / fort,human-made
23726,harbor,human-made
23731,castle / fort,human-made
23732,church,human-made
23733,prison,human-made
23737,museum,human-made
23738,mountain,natural
23739,parks,natural
23744,gate,human-made
23745,monastery,human-made
23746,lake,natural
23747,castle / fort,human-made
23748,government building,human-made
23750,church,human-made
23753,parks,natural
23755,observatory,human-made
23756,theatre,human-made
23758,road,human-made
23759,city,human-made
23760,theatre,human-made
23762,church,human-made
23765,mountain,natural
23766,church,human-made
23767,church,human-made
23768,buddhist temple,human-made
23770,museum,human-made
23772,church,human-made
23774,mountain,natural
23777,lighthouse,human-made
23779,mine,human-made
23780,castle / fort,human-made
23781,parks,natural
23782,archeological site,human-made
23783,aqueduct,human-made
23784,church,human-made
23785,lake,natural
23787,theatre,human-made
23788,mountain,natural
23793,archeological site,human-made
23795,church,human-made
23796,lake,natural
23799,castle / fort,human-made
23800,cemetery,human-made
23801,stone,natural
23802,castle / fort,human-made
23803,castle / fort,human-made
23804,theatre,human-made
23806,castle / fort,human-made
23809,castle / fort,human-made
23812,church,human-made
23814,church,human-made
23816,church,human-made
23817,castle / fort,human-made
23818,parks,natural
23819,church,human-made
23821,church,human-made
23823,mountain,natural
23824,parks,natural
23825,village,human-made
23828,square,human-made
23830,castle / fort,human-made
23831,church,human-made
23833,church,human-made
23835,house,human-made
23836,mountain,natural
23837,mountain,natural
23838,bridge,human-made
23839,river,natural
23843,lighthouse,human-made
23844,museum,human-made
23847,government building,human-made
23850,museum,human-made
23851,castle / fort,human-made
23852,theatre,human-made
23854,ocean area ,natural
23860,church,human-made
23861,harbor,human-made
23863,hindu temple,human-made
23864,agricultural land,natural
23867,factory,human-made
23868,church,human-made
23869,church,human-made
23870,mountain,natural
23874,palace,human-made
23877,parks,natural
23879,church,human-made
23880,church,human-made
23881,castle / fort,human-made
23884,cave,natural
23888,government building,human-made
23889,lake,natural
23891,cemetery,human-made
23892,house,human-made
23893,lighthouse,human-made
23894,church,human-made
23896,sculpture,human-made
23898,church,human-made
23899,castle / fort,human-made
23900,church,human-made
23901,museum,human-made
23904,museum,human-made
23906,mountain,natural
23907,parks,natural
23909,church,human-made
23910,bridge,human-made
23911,castle / fort,human-made
23912,cemetery,human-made
23914,church,human-made
23916,mountain,natural
23918,cemetery,human-made
23921,government building,human-made
23923,museum,human-made
23926,hindu temple,human-made
23931,garden,natural
23932,bath,human-made
23933,cemetery,human-made
23936,hotel,human-made
23937,church,human-made
23938,parks,natural
23940,garden,natural
23943,mountain,natural
23945,church,human-made
23946,waterfall,natural
23951,cave,natural
23953,church,human-made
23955,church,human-made
23958,castle / fort,human-made
23960,church,human-made
23964,church,human-made
23965,lake,natural
23966,church,human-made
23967,stone,natural
23968,mountain,natural
23969,church,human-made
23971,church,human-made
23973,sculpture,human-made
23974,ocean area ,natural
23975,church,human-made
23978,church,human-made
23979,bridge,human-made
23982,lighthouse,human-made
23987,house,human-made
23988,mountain,natural
23989,theatre,human-made
23991,church,human-made
23995,museum,human-made
23996,settlement,human-made
23997,government building,human-made
23998,castle / fort,human-made
24001,mountain,natural
24004,synagogue,human-made
24005,museum,human-made
24007,synagogue,human-made
24008,lake,natural
24009,church,human-made
24010,church,human-made
24011,mountain,natural
24013,factory,human-made
24014,castle / fort,human-made
24015,mountain,natural
24018,church,human-made
24019,mountain,natural
24024,hotel,human-made
24028,church,human-made
24029,archeological site,human-made
24031,museum,human-made
24032,mountain,natural
24033,lake,natural
24034,church,human-made
24036,memorial,human-made
24038,boat,human-made
24039,church,human-made
24041,monastery,human-made
24044,church,human-made
24046,archeological site,human-made
24047,lighthouse,human-made
24048,church,human-made
24049,ocean area ,natural
24050,church,human-made
24051,church,human-made
24055,dam,human-made
24056,church,human-made
24057,church,human-made
24058,zoo,human-made
24061,cemetery,human-made
24062,parks,natural
24064,parks,natural
24066,mountain,natural
24067,church,human-made
24068,parks,natural
24070,parks,natural
24071,theatre,human-made
24072,market,human-made
24073,bridge,human-made
24077,church,human-made
24078,synagogue,human-made
24079,buddhist temple,human-made
24080,lake,natural
24081,cave,natural
24086,hotel,human-made
24087,tower,human-made
24088,island,natural
24091,church,human-made
24092,castle / fort,human-made
24093,church,human-made
24096,river,natural
24099,cemetery,human-made
24100,museum,human-made
24102,parks,natural
24103,castle / fort,human-made
24104,church,human-made
24106,bridge,human-made
24107,parks,natural
24109,waterfall,natural
24110,monastery,human-made
24111,ocean area ,natural
24113,river,natural
24114,synagogue,human-made
24115,city,human-made
24116,cable transportation,human-made
24118,castle / fort,human-made
24121,sports venue,human-made
24122,rail transportation,human-made
24123,museum,human-made
24124,lighthouse,human-made
24125,city,human-made
24126,church,human-made
24130,mountain,natural
24131,church,human-made
24137,mountain,natural
24138,castle / fort,human-made
24139,castle / fort,human-made
24144,church,human-made
24145,church,human-made
24147,garden,natural
24148,mountain,natural
24149,church,human-made
24150,palace,human-made
24157,museum,human-made
24159,church,human-made
24162,parks,natural
24163,tower,human-made
24164,underground infrastructure,human-made
24165,house,human-made
24166,tower,human-made
24168,mountain,natural
24170,museum,human-made
24171,church,human-made
24172,river,natural
24173,city,human-made
24174,zoo,human-made
24175,church,human-made
24176,church,human-made
24178,church,human-made
24181,village,human-made
24182,castle / fort,human-made
24183,house,human-made
24186,museum,human-made
24187,castle / fort,human-made
24188,church,human-made
24190,mountain,natural
24192,sports venue,human-made
24194,church,human-made
24197,church,human-made
24198,museum,human-made
24200,trail,natural
24207,church,human-made
24210,festival,human-made
24211,church,human-made
24212,archeological site,human-made
24213,church,human-made
24216,settlement,human-made
24217,castle / fort,human-made
24218,parks,natural
24220,tower,human-made
24222,church,human-made
24223,bridge,human-made
24226,church,human-made
24227,parks,natural
24229,harbor,human-made
24231,sports venue,human-made
24233,monastery,human-made
24235,church,human-made
24238,sports venue,human-made
24239,bridge,human-made
